StartTime: 2020-03-20 16:20:22.093
Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz 
224.847	-1.4438	1.1714	-0.1592	21.8506	50.6592	-8.3618	90.7471	50.6360	-91.1261	39.1100	24	-295	107 
224.861	-1.4438	1.1714	-0.1592	21.8506	50.6592	-8.3618	91.1865	50.6689	-90.7745	39.1600	24	-295	107 
224.861	-1.4438	1.1714	-0.1592	21.8506	50.6592	-8.3618	91.6260	50.7019	-90.4175	39.1600	24	-294	108 
224.871	-1.4438	1.1714	-0.1592	21.8506	50.6592	-8.3618	92.0599	50.7349	-90.0714	39.1600	25	-294	109 
224.871	-1.4438	1.1714	-0.1592	21.8506	50.6592	-8.3618	92.4994	50.7678	-89.7198	39.1400	25	-295	109 
224.881	-1.4438	1.1714	-0.1592	21.8506	50.6592	-8.3618	92.9333	50.7953	-89.3683	39.1400	26	-295	109 
224.881	-1.3750	1.1440	-0.2969	23.8647	71.4111	-3.2349	93.5266	50.7843	-88.8300	39.1300	27	-295	109 
224.891	-1.3750	1.1440	-0.2969	23.8647	71.4111	-3.2349	94.1144	50.7678	-88.2971	39.1300	27	-295	109 
224.891	-1.3750	1.1440	-0.2969	23.8647	71.4111	-3.2349	94.6967	50.7513	-87.7588	39.1700	27	-296	108 
224.891	-1.3750	1.1440	-0.2969	23.8647	71.4111	-3.2349	95.2844	50.7349	-87.2260	39.1700	27	-296	109 
224.901	-1.3750	1.1440	-0.2969	23.8647	71.4111	-3.2349	95.8612	50.7074	-86.6986	39.1800	27	-297	110 
224.901	-1.3750	1.1440	-0.2969	23.8647	71.4111	-3.2349	96.4435	50.6799	-86.1713	39.1800	28	-297	109 
224.911	-1.3750	1.1440	-0.2969	23.8647	71.4111	-3.2349	97.0203	50.6470	-85.6439	39.1900	29	-297	109 
224.911	-1.3750	1.1440	-0.2969	23.8647	71.4111	-3.2349	97.5916	50.6140	-85.1221	39.1900	30	-297	110 
224.921	-1.2212	1.1411	-0.4790	26.9775	103.3936	3.2349	98.3936	50.5096	-84.3256	39.1900	30	-298	111 
224.921	-1.2212	1.1411	-0.4790	26.9775	103.3936	3.2349	99.1846	50.3943	-83.5291	39.2400	32	-298	111 
224.931	-1.2212	1.1411	-0.4790	26.9775	103.3936	3.2349	99.9756	50.2789	-82.7435	39.2400	34	-298	112 
224.931	-1.2212	1.1411	-0.4790	26.9775	103.3936	3.2349	100.7556	50.1526	-81.9635	39.1800	35	-298	112 
224.931	-1.2212	1.1411	-0.4790	26.9775	103.3936	3.2349	101.5247	50.0153	-81.1945	39.1800	36	-298	112 
224.941	-1.2212	1.1411	-0.4790	26.9775	103.3936	3.2349	102.2882	49.8779	-80.4309	39.1800	38	-297	112 
224.941	-1.2212	1.1411	-0.4790	26.9775	103.3936	3.2349	103.0463	49.7296	-79.6729	39.1800	39	-297	113 
224.951	-1.2212	1.1411	-0.4790	26.9775	103.3936	3.2349	103.7988	49.5813	-78.9258	39.0900	40	-297	113 
224.951	-1.1279	1.1382	-0.6509	29.2358	139.2212	7.0801	104.7711	49.3506	-77.8821	39.0900	41	-297	113 
224.961	-1.1279	1.1382	-0.6509	29.2358	139.2212	7.0801	105.7324	49.1089	-76.8549	39.1500	43	-297	113 
224.961	-1.1279	1.1382	-0.6509	29.2358	139.2212	7.0801	106.6772	48.8562	-75.8441	39.1500	45	-297	113 
224.961	-1.1279	1.1382	-0.6509	29.2358	139.2212	7.0801	107.6111	48.5925	-74.8389	39.1500	47	-298	113 
224.971	-1.1279	1.1382	-0.6509	29.2358	139.2212	7.0801	108.5284	48.3234	-73.8556	39.2100	48	-298	113 
224.971	-1.1279	1.1382	-0.6509	29.2358	139.2212	7.0801	109.4293	48.0377	-72.8833	39.2100	50	-299	114 
224.981	-1.1279	1.1382	-0.6509	29.2358	139.2212	7.0801	110.3192	47.7466	-71.9275	39.1600	52	-299	115 
224.981	-1.1279	1.1382	-0.6509	29.2358	139.2212	7.0801	111.1926	47.4500	-70.9882	39.1600	53	-299	116 
224.991	-1.0347	1.1382	-0.8242	29.9683	168.3350	3.8452	112.2308	47.0929	-69.8071	39.1500	54	-299	116 
224.991	-1.0347	1.1382	-0.8242	29.9683	168.3350	3.8452	113.2471	46.7194	-68.6481	39.1500	55	-299	117 
225.001	-1.0347	1.1382	-0.8242	29.9683	168.3350	3.8452	114.2413	46.3348	-67.5110	39.1800	56	-300	119 
225.001	-1.0347	1.1382	-0.8242	29.9683	168.3350	3.8452	115.2191	45.9393	-66.3959	39.1800	57	-300	118 
225.001	-1.0347	1.1382	-0.8242	29.9683	168.3350	3.8452	116.1694	45.5273	-65.2972	39.1800	58	-301	118 
225.011	-1.0347	1.1382	-0.8242	29.9683	168.3350	3.8452	117.1033	45.1099	-64.2261	39.1800	60	-301	120 
225.011	-1.0347	1.1382	-0.8242	29.9683	168.3350	3.8452	118.0151	44.6814	-63.1714	39.1500	62	-301	121 
225.021	-1.0347	1.1382	-0.8242	29.9683	168.3350	3.8452	118.9050	44.2365	-62.1387	39.1500	62	-301	122 
225.021	-1.0234	1.1255	-0.9673	30.3345	180.0537	-6.2866	119.8663	43.7970	-60.9906	39.1500	63	-301	123 
225.031	-1.0234	1.1255	-0.9673	30.3345	180.0537	-6.2866	120.8112	43.3466	-59.8590	39.1800	63	-301	123 
225.031	-1.0234	1.1255	-0.9673	30.3345	180.0537	-6.2866	121.7285	42.8851	-58.7549	39.1800	64	-301	123 
225.041	-1.0234	1.1255	-0.9673	30.3345	180.0537	-6.2866	122.6239	42.4072	-57.6672	39.0800	65	-301	125 
225.041	-1.0234	1.1255	-0.9673	30.3345	180.0537	-6.2866	123.4973	41.9238	-56.6071	39.0800	66	-301	126 
225.041	-1.0234	1.1255	-0.9673	30.3345	180.0537	-6.2866	124.3542	41.4294	-55.5634	39.0800	67	-301	128 
225.057	-1.0234	1.1255	-0.9673	30.3345	180.0537	-6.2866	125.1837	40.9186	-54.5471	39.0800	68	-302	130 
225.057	-1.0234	1.1255	-0.9673	30.3345	180.0537	-6.2866	125.9967	40.4077	-53.5529	39.1500	69	-302	133 
225.067	-1.0396	1.0762	-1.0601	32.4707	176.3306	-20.1416	126.8372	39.9463	-52.5201	39.1500	70	-302	135 
225.067	-1.0396	1.0762	-1.0601	32.4707	176.3306	-20.1416	127.6556	39.4794	-51.5094	39.1800	71	-303	137 
225.077	-1.0396	1.0762	-1.0601	32.4707	176.3306	-20.1416	128.4521	39.0015	-50.5206	39.1800	72	-303	140 
225.077	-1.0396	1.0762	-1.0601	32.4707	176.3306	-20.1416	129.2377	38.5181	-49.5483	39.1800	72	-303	142 
225.077	-1.0396	1.0762	-1.0601	32.4707	176.3306	-20.1416	129.9957	38.0237	-48.5980	39.1500	73	-303	145 
225.087	-1.0396	1.0762	-1.0601	32.4707	176.3306	-20.1416	130.7428	37.5183	-47.6697	39.1500	72	-304	148 
225.087	-1.0396	1.0762	-1.0601	32.4707	176.3306	-20.1416	131.4734	37.0074	-46.7578	39.1400	72	-304	151 
225.097	-1.0396	1.0762	-1.0601	32.4707	176.3306	-20.1416	132.1820	36.4911	-45.8679	39.1400	73	-305	155 
225.097	-0.9331	0.9961	-1.2363	40.5884	176.7578	-31.3110	132.9675	35.9912	-44.8956	39.1000	73	-306	159 
225.107	-0.9331	0.9961	-1.2363	40.5884	176.7578	-31.3110	133.7311	35.4858	-43.9508	39.1000	73	-306	164 
225.107	-0.9331	0.9961	-1.2363	40.5884	176.7578	-31.3110	134.4836	34.9695	-43.0170	39.1400	73	-305	168 
225.117	-0.9331	0.9961	-1.2363	40.5884	176.7578	-31.3110	135.2142	34.4476	-42.1106	39.1400	72	-305	171 
225.117	-0.9331	0.9961	-1.2363	40.5884	176.7578	-31.3110	135.9283	33.9148	-41.2207	39.1800	71	-304	174 
225.117	-0.9331	0.9961	-1.2363	40.5884	176.7578	-31.3110	136.6315	33.3765	-40.3473	39.1800	71	-303	177 
225.127	-0.9331	0.9961	-1.2363	40.5884	176.7578	-31.3110	137.3126	32.8271	-39.4958	39.1800	70	-302	180 
225.127	-0.9331	0.9961	-1.2363	40.5884	176.7578	-31.3110	137.9773	32.2723	-38.6609	39.1500	69	-302	183 
225.137	-0.7002	0.8882	-1.4272	56.8237	200.6836	-34.0576	138.7903	31.6132	-37.6721	39.1500	68	-301	186 
225.137	-0.7002	0.8882	-1.4272	56.8237	200.6836	-34.0576	139.5813	30.9430	-36.7053	39.1200	66	-301	188 
225.147	-0.7002	0.8882	-1.4272	56.8237	200.6836	-34.0576	140.3503	30.2673	-35.7605	39.1200	64	-301	190 
225.147	-0.7002	0.8882	-1.4272	56.8237	200.6836	-34.0576	141.1029	29.5807	-34.8376	39.0800	62	-300	191 
225.157	-0.7002	0.8882	-1.4272	56.8237	200.6836	-34.0576	141.8335	28.8831	-33.9368	39.0800	60	-299	192 
225.157	-0.7002	0.8882	-1.4272	56.8237	200.6836	-34.0576	142.5421	28.1799	-33.0579	39.1400	57	-299	192 
225.157	-0.7002	0.8882	-1.4272	56.8237	200.6836	-34.0576	143.2343	27.4658	-32.2009	39.1400	54	-299	193 
225.167	-0.3301	0.7686	-1.5527	73.9136	263.5498	-27.6489	144.1022	26.4496	-31.1023	39.1800	49	-299	192 
225.167	-0.3301	0.7686	-1.5527	73.9136	263.5498	-27.6489	144.9371	25.4224	-30.0421	39.1800	45	-299	191 
225.177	-0.3301	0.7686	-1.5527	73.9136	263.5498	-27.6489	145.7391	24.3787	-29.0149	39.1600	40	-299	192 
225.177	-0.3301	0.7686	-1.5527	73.9136	263.5498	-27.6489	146.5137	23.3295	-28.0151	39.1600	36	-299	192 
225.187	-0.3301	0.7686	-1.5527	73.9136	263.5498	-27.6489	147.2607	22.2693	-27.0483	39.1600	30	-298	192 
225.187	-0.3301	0.7686	-1.5527	73.9136	263.5498	-27.6489	147.9803	21.2036	-26.1145	39.2300	26	-298	192 
225.187	-0.3301	0.7686	-1.5527	73.9136	263.5498	-27.6489	148.6780	20.1270	-25.2026	39.2300	21	-298	192 
225.197	-0.3301	0.7686	-1.5527	73.9136	263.5498	-27.6489	149.3427	19.0448	-24.3182	39.1400	17	-297	193 
225.197	0.2749	0.6206	-1.5347	84.6558	369.7510	-11.5967	150.1447	17.4133	-23.1592	39.1400	14	-298	194 
225.207	0.2749	0.6206	-1.5347	84.6558	369.7510	-11.5967	150.9027	15.7654	-22.0331	39.1500	11	-298	194 
225.207	0.2749	0.6206	-1.5347	84.6558	369.7510	-11.5967	151.6168	14.1119	-20.9454	39.1500	9	-297	194 
225.217	0.2749	0.6206	-1.5347	84.6558	369.7510	-11.5967	152.2980	12.4530	-19.8907	39.1800	7	-296	194 
225.217	0.2749	0.6206	-1.5347	84.6558	369.7510	-11.5967	152.9352	10.7831	-18.8635	39.1800	5	-296	195 
225.227	0.2749	0.6206	-1.5347	84.6558	369.7510	-11.5967	153.5449	9.1132	-17.8693	39.1400	3	-297	195 
225.227	0.2749	0.6206	-1.5347	84.6558	369.7510	-11.5967	154.1217	7.4323	-16.8970	39.1400	2	-296	195 
225.227	0.2749	0.6206	-1.5347	84.6558	369.7510	-11.5967	154.6600	5.7513	-15.9521	39.1400	1	-296	196 
225.237	0.8813	0.5049	-1.3940	84.7168	476.3184	10.2539	155.2203	3.4827	-14.8425	39.1600	0	-296	196 
225.237	0.8813	0.5049	-1.3940	84.7168	476.3184	10.2539	155.7312	1.2140	-13.7604	39.1600	0	-296	195 
225.247	0.8813	0.5049	-1.3940	84.7168	476.3184	10.2539	156.2036	-1.0492	-12.7002	39.1800	0	-296	193 
225.247	0.8813	0.5049	-1.3940	84.7168	476.3184	10.2539	156.6376	-3.3234	-11.6620	39.1800	0	-296	192 
225.262	0.8813	0.5049	-1.3940	84.7168	476.3184	10.2539	157.0276	-5.5975	-10.6458	39.1600	-2	-296	191 
225.262	0.8813	0.5049	-1.3940	84.7168	476.3184	10.2539	157.3792	-7.8772	-9.6405	39.1600	-3	-296	190 
225.272	0.8813	0.5049	-1.3940	84.7168	476.3184	10.2539	157.6923	-10.1514	-8.6517	39.2100	-4	-297	189 
225.272	0.8813	0.5049	-1.3940	84.7168	476.3184	10.2539	157.9724	-12.4255	-7.6685	39.2100	-5	-298	188 
225.272	1.5132	0.4023	-1.0146	70.0684	533.6304	29.6631	158.1702	-15.0568	-6.6467	39.2500	-6	-297	187 
225.282	1.5132	0.4023	-1.0146	70.0684	533.6304	29.6631	158.3240	-17.6880	-5.6305	39.2500	-7	-297	187 
225.282	1.5132	0.4023	-1.0146	70.0684	533.6304	29.6631	158.4283	-20.3082	-4.6088	39.2500	-7	-298	186 
225.292	1.5132	0.4023	-1.0146	70.0684	533.6304	29.6631	158.4888	-22.9285	-3.5760	39.1800	-6	-298	185 
225.292	1.5132	0.4023	-1.0146	70.0684	533.6304	29.6631	158.4998	-25.5432	-2.5323	39.1800	-7	-298	184 
225.302	1.5132	0.4023	-1.0146	70.0684	533.6304	29.6631	158.4613	-28.1525	-1.4722	39.1900	-8	-298	183 
225.302	1.5132	0.4023	-1.0146	70.0684	533.6304	29.6631	158.3679	-30.7507	-0.3845	39.1900	-8	-298	183 
225.302	1.5132	0.4023	-1.0146	70.0684	533.6304	29.6631	158.2141	-33.3380	0.7306	39.1800	-9	-298	182 
225.312	1.9512	0.3516	-0.6777	46.0815	522.1558	40.8325	157.9504	-35.9308	1.7963	39.1800	-8	-298	182 
225.312	1.9512	0.3516	-0.6777	46.0815	522.1558	40.8325	157.6154	-38.5071	2.9169	39.1600	-8	-297	181 
225.322	1.9512	0.3516	-0.6777	46.0815	522.1558	40.8325	157.2034	-41.0724	4.0869	39.1600	-9	-297	180 
225.322	1.9512	0.3516	-0.6777	46.0815	522.1558	40.8325	156.7145	-43.6212	5.3284	39.2100	-10	-298	180 
225.332	1.9512	0.3516	-0.6777	46.0815	522.1558	40.8325	156.1212	-46.1591	6.6467	39.2100	-10	-298	179 
225.332	1.9512	0.3516	-0.6777	46.0815	522.1558	40.8325	155.4181	-48.6804	8.0640	39.2100	-11	-298	177 
225.342	1.9512	0.3516	-0.6777	46.0815	522.1558	40.8325	154.5886	-51.1798	9.5966	39.2200	-12	-297	176 
225.342	1.9512	0.3516	-0.6777	46.0815	522.1558	40.8325	153.5999	-53.6627	11.2720	39.2200	-12	-297	176 
225.342	2.2061	0.3359	-0.3252	21.6675	437.7441	39.6729	152.5891	-55.7721	12.7881	39.1500	-12	-297	174 
225.352	2.2061	0.3359	-0.3252	21.6675	437.7441	39.6729	151.4191	-57.8595	14.4470	39.1500	-12	-297	173 
225.352	2.2061	0.3359	-0.3252	21.6675	437.7441	39.6729	150.0677	-59.9194	16.2927	39.1800	-12	-297	173 
225.362	2.2061	0.3359	-0.3252	21.6675	437.7441	39.6729	148.4912	-61.9519	18.3472	39.1800	-12	-297	173 
225.362	2.2061	0.3359	-0.3252	21.6675	437.7441	39.6729	146.6510	-63.9459	20.6708	39.1700	-12	-296	172 
225.372	2.2061	0.3359	-0.3252	21.6675	437.7441	39.6729	144.4812	-65.9015	23.3075	39.1700	-12	-296	171 
225.372	2.2061	0.3359	-0.3252	21.6675	437.7441	39.6729	141.9159	-67.8021	26.3452	39.1900	-12	-295	168 
225.384	2.2061	0.3359	-0.3252	21.6675	437.7441	39.6729	138.8507	-69.6423	29.8718	39.1900	-12	-295	166 
225.384	2.2524	0.3525	-0.0151	0.9155	320.8618	28.7476	136.1096	-70.9607	32.9041	39.1800	-13	-296	164 
225.384	2.2524	0.3525	-0.0151	0.9155	320.8618	28.7476	132.9675	-72.2296	36.3373	39.1800	-13	-296	163 
225.394	2.2524	0.3525	-0.0151	0.9155	320.8618	28.7476	129.3585	-73.4271	40.2429	39.1800	-14	-296	162 
225.394	2.2524	0.3525	-0.0151	0.9155	320.8618	28.7476	125.2002	-74.5367	44.6869	39.1300	-14	-295	161 
225.404	2.2524	0.3525	-0.0151	0.9155	320.8618	28.7476	120.4266	-75.5530	49.7406	39.1300	-15	-295	159 
225.404	2.2524	0.3525	-0.0151	0.9155	320.8618	28.7476	114.9884	-76.4484	55.4645	39.1500	-16	-295	157 
225.414	2.2524	0.3525	-0.0151	0.9155	320.8618	28.7476	108.8525	-77.1954	61.8805	39.1500	-16	-295	157 
225.414	2.2524	0.3525	-0.0151	0.9155	320.8618	28.7476	102.0575	-77.7722	68.9557	39.1900	-16	-295	156 
225.414	2.2080	0.3701	0.2632	-11.7188	224.3652	16.4795	96.8060	-78.0579	74.3774	39.1900	-16	-294	155 
225.424	2.2080	0.3701	0.2632	-11.7188	224.3652	16.4795	91.3568	-78.2336	79.9915	39.0600	-16	-293	154 
225.424	2.2080	0.3701	0.2632	-11.7188	224.3652	16.4795	85.8142	-78.2996	85.7043	39.0600	-16	-294	153 
225.434	2.2080	0.3701	0.2632	-11.7188	224.3652	16.4795	80.2771	-78.2556	91.4063	39.1400	-16	-295	152 
225.434	2.2080	0.3701	0.2632	-11.7188	224.3652	16.4795	74.8444	-78.1018	96.9983	39.1400	-15	-294	150 
225.444	2.2080	0.3701	0.2632	-11.7188	224.3652	16.4795	69.6149	-77.8436	102.3871	39.1400	-14	-294	148 
225.444	2.2080	0.3701	0.2632	-11.7188	224.3652	16.4795	64.6600	-77.4866	107.5067	39.1400	-15	-293	147 
225.454	2.2080	0.3701	0.2632	-11.7188	224.3652	16.4795	60.0293	-77.0416	112.3022	39.1400	-16	-292	147 
225.454	2.0996	0.3853	0.5225	-15.7471	165.6494	8.3618	56.7499	-76.6406	115.6915	39.2400	-17	-292	145 
225.454	2.0996	0.3853	0.5225	-15.7471	165.6494	8.3618	53.6847	-76.2012	118.8666	39.2400	-17	-292	144 
225.469	2.0996	0.3853	0.5225	-15.7471	165.6494	8.3618	50.8228	-75.7233	121.8329	39.2100	-17	-292	144 
225.469	2.0996	0.3853	0.5225	-15.7471	165.6494	8.3618	48.1586	-75.2179	124.6014	39.2100	-17	-292	143 
225.479	2.0996	0.3853	0.5225	-15.7471	165.6494	8.3618	45.6866	-74.6796	127.1777	39.2100	-16	-292	142 
225.479	2.0996	0.3853	0.5225	-15.7471	165.6494	8.3618	43.3960	-74.1193	129.5782	39.2100	-16	-292	140 
225.489	2.0996	0.3853	0.5225	-15.7471	165.6494	8.3618	41.2701	-73.5315	131.8085	39.1600	-16	-292	140 
225.489	2.0996	0.3853	0.5225	-15.7471	165.6494	8.3618	39.2981	-72.9272	133.8849	39.1600	-16	-292	140 
225.499	1.9624	0.3833	0.7588	-14.1602	141.9678	5.9204	37.6831	-72.3779	135.5988	39.1600	-15	-292	139 
225.499	1.9624	0.3833	0.7588	-14.1602	141.9678	5.9204	36.1670	-71.8176	137.2137	39.1700	-15	-293	139 
225.499	1.9624	0.3833	0.7588	-14.1602	141.9678	5.9204	34.7498	-71.2463	138.7299	39.1700	-16	-293	138 
225.509	1.9624	0.3833	0.7588	-14.1602	141.9678	5.9204	33.4204	-70.6696	140.1526	39.2100	-17	-293	136 
225.509	1.9624	0.3833	0.7588	-14.1602	141.9678	5.9204	32.1735	-70.0763	141.4929	39.2100	-18	-293	136 
225.519	1.9624	0.3833	0.7588	-14.1602	141.9678	5.9204	31.0034	-69.4830	142.7618	39.2000	-20	-293	135 
225.519	1.9624	0.3833	0.7588	-14.1602	141.9678	5.9204	29.9048	-68.8788	143.9594	39.2000	-20	-292	134 
225.529	1.9624	0.3833	0.7588	-14.1602	141.9678	5.9204	28.8721	-68.2745	145.0854	39.1500	-21	-292	133 
225.529	1.8188	0.3613	1.0005	-9.3994	142.7002	8.0566	27.8503	-67.6428	146.2280	39.1500	-20	-292	133 
225.529	1.8188	0.3613	1.0005	-9.3994	142.7002	8.0566	26.8890	-67.0111	147.3047	39.2300	-20	-291	133 
225.539	1.8188	0.3613	1.0005	-9.3994	142.7002	8.0566	25.9827	-66.3739	148.3264	39.2300	-20	-291	132 
225.539	1.8188	0.3613	1.0005	-9.3994	142.7002	8.0566	25.1312	-65.7367	149.2987	39.1800	-21	-291	132 
225.549	1.8188	0.3613	1.0005	-9.3994	142.7002	8.0566	24.3237	-65.0885	150.2216	39.1800	-21	-291	131 
225.549	1.8188	0.3613	1.0005	-9.3994	142.7002	8.0566	23.5602	-64.4403	151.1005	39.1800	-22	-291	131 
225.559	1.8188	0.3613	1.0005	-9.3994	142.7002	8.0566	22.8406	-63.7921	151.9354	39.2100	-22	-291	130 
225.559	1.8188	0.3613	1.0005	-9.3994	142.7002	8.0566	22.1594	-63.1384	152.7374	39.2100	-22	-291	129 
225.569	1.6802	0.3330	1.1914	-4.0283	149.7192	12.6953	21.4453	-62.4463	153.5944	39.1900	-22	-290	128 
225.569	1.6802	0.3330	1.1914	-4.0283	149.7192	12.6953	20.7751	-61.7487	154.4183	39.1900	-22	-290	127 
225.569	1.6802	0.3330	1.1914	-4.0283	149.7192	12.6953	20.1324	-61.0510	155.1984	39.2200	-20	-290	126 
225.579	1.6802	0.3330	1.1914	-4.0283	149.7192	12.6953	19.5337	-60.3479	155.9509	39.2200	-19	-290	125 
225.579	1.6802	0.3330	1.1914	-4.0283	149.7192	12.6953	18.9569	-59.6503	156.6650	39.2000	-19	-290	125 
225.589	1.6802	0.3330	1.1914	-4.0283	149.7192	12.6953	18.4186	-58.9471	157.3517	39.2000	-20	-290	125 
225.589	1.6802	0.3330	1.1914	-4.0283	149.7192	12.6953	17.9022	-58.2440	158.0109	39.1800	-20	-290	124 
225.599	1.6802	0.3330	1.1914	-4.0283	149.7192	12.6953	17.4133	-57.5354	158.6481	39.1800	-20	-290	122 
225.599	1.5713	0.3018	1.3809	0.7935	151.8555	17.8223	16.9080	-56.8158	159.3237	39.1800	-20	-290	122 
225.609	1.5713	0.3018	1.3809	0.7935	151.8555	17.8223	16.4301	-56.0907	159.9719	39.1600	-19	-291	122 
225.609	1.5713	0.3018	1.3809	0.7935	151.8555	17.8223	15.9741	-55.3656	160.5981	39.1600	-20	-290	121 
225.609	1.5713	0.3018	1.3809	0.7935	151.8555	17.8223	15.5457	-54.6460	161.2024	39.1900	-20	-290	120 
225.619	1.5713	0.3018	1.3809	0.7935	151.8555	17.8223	15.1337	-53.9209	161.7792	39.1900	-20	-290	120 
225.619	1.5713	0.3018	1.3809	0.7935	151.8555	17.8223	14.7382	-53.1958	162.3450	39.1600	-20	-290	119 
225.629	1.5713	0.3018	1.3809	0.7935	151.8555	17.8223	14.3646	-52.4707	162.8888	39.1600	-20	-291	119 
225.629	1.5713	0.3018	1.3809	0.7935	151.8555	17.8223	14.0131	-51.7456	163.4161	39.1600	-20	-292	119 
225.639	1.4648	0.2754	1.5137	5.4932	149.2310	22.2778	13.6615	-51.0260	163.9600	39.1600	-19	-292	119 
225.639	1.4648	0.2754	1.5137	5.4932	149.2310	22.2778	13.3264	-50.3119	164.4928	39.1800	-19	-293	119 
225.639	1.4648	0.2754	1.5137	5.4932	149.2310	22.2778	13.0078	-49.5923	165.0037	39.1800	-20	-293	119 
225.649	1.4648	0.2754	1.5137	5.4932	149.2310	22.2778	12.7057	-48.8727	165.5035	39.1800	-20	-293	119 
225.649	1.4648	0.2754	1.5137	5.4932	149.2310	22.2778	12.4146	-48.1586	165.9924	39.1400	-20	-292	119 
225.659	1.4648	0.2754	1.5137	5.4932	149.2310	22.2778	12.1344	-47.4445	166.4648	39.1400	-20	-292	119 
225.659	1.4648	0.2754	1.5137	5.4932	149.2310	22.2778	11.8707	-46.7303	166.9263	39.2100	-19	-291	118 
225.670	1.4648	0.2754	1.5137	5.4932	149.2310	22.2778	11.6180	-46.0107	167.3767	39.2100	-19	-291	117 
225.670	1.3613	0.2666	1.6089	10.1318	142.2729	24.7803	11.3928	-45.3241	167.8271	39.2300	-18	-291	118 
225.680	1.3613	0.2666	1.6089	10.1318	142.2729	24.7803	11.1731	-44.6375	168.2666	39.2300	-18	-291	118 
225.680	1.3613	0.2666	1.6089	10.1318	142.2729	24.7803	10.9589	-43.9508	168.6951	39.0900	-18	-291	116 
225.680	1.3613	0.2666	1.6089	10.1318	142.2729	24.7803	10.7611	-43.2697	169.1125	39.0900	-18	-290	115 
225.690	1.3613	0.2666	1.6089	10.1318	142.2729	24.7803	10.5688	-42.5830	169.5245	39.1300	-17	-289	115 
225.690	1.3613	0.2666	1.6089	10.1318	142.2729	24.7803	10.3876	-41.9019	169.9255	39.1300	-17	-288	115 
225.700	1.3613	0.2666	1.6089	10.1318	142.2729	24.7803	10.2173	-41.2207	170.3156	39.1700	-17	-289	114 
225.700	1.2490	0.2593	1.6929	13.9771	133.9111	25.3906	10.0690	-40.5725	170.7001	39.1700	-17	-290	114 
225.710	1.2490	0.2593	1.6929	13.9771	133.9111	25.3906	9.9261	-39.9243	171.0736	39.1700	-17	-290	113 
225.710	1.2490	0.2593	1.6929	13.9771	133.9111	25.3906	9.7943	-39.2761	171.4417	39.2100	-16	-290	112 
225.720	1.2490	0.2593	1.6929	13.9771	133.9111	25.3906	9.6680	-38.6279	171.8042	39.2100	-16	-291	112 
225.720	1.2490	0.2593	1.6929	13.9771	133.9111	25.3906	9.5471	-37.9852	172.1558	39.1700	-16	-292	111 
225.720	1.2490	0.2593	1.6929	13.9771	133.9111	25.3906	9.4318	-37.3425	172.5073	39.1700	-16	-292	111 
225.730	1.2490	0.2593	1.6929	13.9771	133.9111	25.3906	9.3219	-36.6998	172.8479	39.1400	-15	-292	110 
225.730	1.2490	0.2593	1.6929	13.9771	133.9111	25.3906	9.2175	-36.0626	173.1885	39.1400	-16	-292	110 
225.740	1.1362	0.2637	1.7524	16.6016	128.2349	24.7192	9.1351	-35.4419	173.5126	39.1900	-16	-292	109 
225.740	1.1362	0.2637	1.7524	16.6016	128.2349	24.7192	9.0582	-34.8212	173.8312	39.1900	-16	-291	109 
225.750	1.1362	0.2637	1.7524	16.6016	128.2349	24.7192	8.9868	-34.2004	174.1498	39.1400	-16	-291	108 
225.750	1.1362	0.2637	1.7524	16.6016	128.2349	24.7192	8.9209	-33.5852	174.4574	39.1400	-15	-291	108 
225.750	1.1362	0.2637	1.7524	16.6016	128.2349	24.7192	8.8550	-32.9700	174.7650	39.1400	-15	-291	107 
225.760	1.1362	0.2637	1.7524	16.6016	128.2349	24.7192	8.7946	-32.3547	175.0671	39.1900	-14	-291	107 
225.760	1.1362	0.2637	1.7524	16.6016	128.2349	24.7192	8.7396	-31.7450	175.3638	39.1900	-13	-292	107 
225.770	1.1362	0.2637	1.7524	16.6016	128.2349	24.7192	8.6902	-31.1353	175.6604	39.1900	-13	-291	108 
225.770	1.0068	0.2661	1.8354	18.4937	126.8311	22.5830	8.6572	-30.5200	175.9351	39.1900	-12	-291	108 
225.780	1.0068	0.2661	1.8354	18.4937	126.8311	22.5830	8.6298	-29.9048	176.2097	39.1800	-11	-291	108 
225.780	1.0068	0.2661	1.8354	18.4937	126.8311	22.5830	8.6023	-29.2896	176.4844	39.1800	-9	-292	109 
225.791	1.0068	0.2661	1.8354	18.4937	126.8311	22.5830	8.5803	-28.6798	176.7480	39.2100	-8	-292	108 
225.791	1.0068	0.2661	1.8354	18.4937	126.8311	22.5830	8.5583	-28.0701	177.0117	39.2100	-7	-292	108 
225.791	1.0068	0.2661	1.8354	18.4937	126.8311	22.5830	8.5419	-27.4658	177.2754	39.1800	-6	-293	108 
225.801	1.0068	0.2661	1.8354	18.4937	126.8311	22.5830	8.5309	-26.8616	177.5336	39.1800	-5	-293	108 
225.801	1.0068	0.2661	1.8354	18.4937	126.8311	22.5830	8.5199	-26.2573	177.7863	39.1800	-5	-293	108 
225.811	0.8589	0.2900	1.8882	20.7520	129.2114	18.3105	8.5309	-25.6256	178.0170	39.2000	-4	-292	108 
